City ID,City,Country,Date_Unix_format,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
373,Stokmarknes,NO,1547513116,1/15/2019 0:45,68.56,14.91,20.92,100,0,5.53
374,Svarstad,NO,1547511600,1/15/2019 0:20,59.4,9.97,32,61,0,12.75
375,Ulsteinvik,NO,1547511600,1/15/2019 0:20,62.35,5.85,26.6,79,92,5.82
376,Pokhara,NP,1547513142,1/15/2019 0:45,28.21,83.99,39.46,48,0,4.56
377,Alofi,NU,1547510400,1/15/2019 0:00,-19.06,-169.92,87.8,62,40,13.87
378,Ahipara,NZ,1547513102,1/15/2019 0:45,-35.17,173.16,68.44,79,92,18.61
379,Dunedin,NZ,1547513064,1/15/2019 0:44,-45.87,170.5,61.19,88,20,3.85
380,Kaeo,NZ,1547513058,1/15/2019 0:44,-35.1,173.78,70.91,62,56,16.64
381,Kaitangata,NZ,1547512857,1/15/2019 0:40,-46.28,169.85,61.19,90,36,7.25
382,Mataura,NZ,1547512788,1/15/2019 0:39,-46.19,168.86,61.24,80,48,6.8
383,Te Anau,NZ,1547513108,1/15/2019 0:45,-45.41,167.72,62.5,61,0,3.51
384,Tuatapere,NZ,1547513084,1/15/2019 0:44,-46.13,167.69,59.17,89,0,6.42
385,Waipawa,NZ,1547513157,1/15/2019 0:45,-39.94,176.59,60.79,97,92,14.29
386,Wellington,NZ,1547512200,1/15/2019 0:30,-41.29,174.78,60.8,72,36,27.51
387,Whakatane,NZ,1547513089,1/15/2019 0:44,-37.96,176.99,66.19,100,8,4.34
388,Nizwa,OM,1547513062,1/15/2019 0:44,22.93,57.53,51.38,90,36,2.89
389,Salalah,OM,1547509800,1/14/2019 23:50,17.01,54.1,73.4,73,20,4.7
390,Sur,OM,1547513149,1/15/2019 0:45,22.57,59.53,69.25,100,0,6.87
391,Chichica,PA,1547510400,1/15/2019 0:00,8.49,-82.16,86,42,0,20.8
392,Chicama,PE,1547510400,1/15/2019 0:00,-7.84,-79.15,73.4,83,90,11.41
393,Lima,PE,1547510400,1/15/2019 0:00,-12.06,-77.04,73.4,83,75,13.87
394,Pisco,PE,1547510400,1/15/2019 0:00,-13.71,-76.2,73.4,83,0,18.34
395,Puerto Maldonado,PE,1547513114,1/15/2019 0:45,-12.59,-69.19,74.65,94,48,1.83
396,Putina,PE,1547510400,1/15/2019 0:00,-14.91,-69.87,55.4,62,75,5.82
397,Tacna,PE,1547510400,1/15/2019 0:00,-18.01,-70.25,69.8,72,75,8.05
398,Atuona,PF,1547513064,1/15/2019 0:44,-9.8,-139.03,81.94,99,48,15.59
399,Faanui,PF,1547512828,1/15/2019 0:40,-16.48,-151.75,82.3,100,76,16.93
400,Rikitea,PF,1547513063,1/15/2019 0:44,-23.12,-134.97,80.36,98,48,11.16
401,Tevaitoa,PF,1547512968,1/15/2019 0:42,-16.78,-151.5,82.79,100,88,17.49
402,Tiarei,PF,1547512200,1/15/2019 0:30,-17.53,-149.33,86,70,75,12.75
403,Kavieng,PG,1547512855,1/15/2019 0:40,-2.57,150.8,77.98,100,80,7.02
404,Kerema,PG,1547513146,1/15/2019 0:45,-7.96,145.78,83.02,81,12,2.55
405,Kieta,PG,1547513157,1/15/2019 0:45,-6.22,155.63,84.46,85,36,2.62
406,Lorengau,PG,1547513125,1/15/2019 0:45,-2.02,147.27,83.74,98,76,12.62
407,Panguna,PG,1547513152,1/15/2019 0:45,-6.32,155.48,80.18,84,92,3.33
408,Rabaul,PG,1547513143,1/15/2019 0:45,-4.2,152.17,83.02,100,20,2.89
409,Samarai,PG,1547513133,1/15/2019 0:45,-10.62,150.67,82.75,100,68,13.8
410,Vanimo,PG,1547513114,1/15/2019 0:45,-2.67,141.3,82.84,100,32,18.95
411,Calawag,PH,1547513108,1/15/2019 0:45,10.67,119.57,80.23,85,24,19.33
412,Caramoran,PH,1547513124,1/15/2019 0:45,13.98,124.13,76.18,100,92,10.94
413,Gigmoto,PH,1547513069,1/15/2019 0:44,13.78,124.39,76.18,100,92,10.94
414,Looc,PH,1547510400,1/15/2019 0:00,10.32,123.95,80.6,74,75,13.87
415,Luba,PH,1547513115,1/15/2019 0:45,17.32,120.7,66.1,71,0,3.51
416,Ocampo,PH,1547513074,1/15/2019 0:44,13.56,123.37,77.08,93,68,10.89
417,Panlaitan,PH,1547513122,1/15/2019 0:45,12.12,119.85,80.59,87,12,19.55
418,Pundaguitan,PH,1547513075,1/15/2019 0:44,6.37,126.17,78.83,100,80,13.06
419,Recodo,PH,1547513147,1/15/2019 0:45,13.03,121.49,72.94,100,88,6.87
420,Sabang,PH,1547512790,1/15/2019 0:39,13.72,123.58,77.08,93,68,10.89
421,San Quintin,PH,1547513064,1/15/2019 0:44,17.54,120.52,66.1,71,0,3.51
422,Jiwani,PK,1547513137,1/15/2019 0:45,25.05,61.74,61.42,93,8,2.55
423,Pishin,PK,1547513138,1/15/2019 0:45,30.58,67,19.39,36,0,1.32
424,Skoczow,PL,1547512200,1/15/2019 0:30,49.8,18.79,24.8,73,0,4.7
425,Camacha,PT,1547510400,1/15/2019 0:00,33.08,-16.33,60.8,72,20,4.7
426,Camara de Lobos,PT,1547510400,1/15/2019 0:00,32.63,-16.97,60.8,77,40,5.82
427,Campos,PT,1547510400,1/15/2019 0:00,41.54,-8.28,41,100,56,2.24
428,Lagoa,PT,1547510400,1/15/2019 0:00,37.14,-8.45,44.6,75,0,5.82
429,Praia da Vitoria,PT,1547510400,1/15/2019 0:00,38.73,-27.07,57.2,100,40,6.91
430,Ribeira Grande,PT,1547513071,1/15/2019 0:44,38.52,-28.7,61.73,97,76,4.9
431,Soure,PT,1547510400,1/15/2019 0:00,40.06,-8.63,41,100,36,2.24
432,Vila Franca do Campo,PT,1547510400,1/15/2019 0:00,37.72,-25.43,59,77,20,3.36
433,Kloulklubed,PW,1547509800,1/14/2019 23:50,7.04,134.26,82.4,65,40,14.99
434,San Patricio,PY,1547513065,1/15/2019 0:44,-26.98,-56.83,82.21,78,32,3
435,Saint-Leu,RE,1547512200,1/15/2019 0:30,-21.15,55.28,78.8,65,0,4.7
436,Berzovia,RO,1547512200,1/15/2019 0:30,45.43,21.63,33.8,69,0,13.87
437,Manta,RO,1547513083,1/15/2019 0:44,45.1,24.1,11.69,54,0,5.35
438,Mana,RS,1547512200,1/15/2019 0:30,43.52,20.24,32,86,88,6.08
439,Abrau-Dyurso,RU,1547510400,1/15/2019 0:00,44.7,37.6,44.6,75,88,15.66
440,Artyom,RU,1547510400,1/15/2019 0:00,43.36,132.19,19.4,79,75,4.47
441,Aykhal,RU,1547513066,1/15/2019 0:44,65.95,111.51,-56.67,0,0,2.73
442,Batagay-Alyta,RU,1547513094,1/15/2019 0:44,67.8,130.41,-58.24,0,0,2.77
443,Baykit,RU,1547512915,1/15/2019 0:41,61.68,96.39,-5.19,66,64,2.73
444,Berdigestyakh,RU,1547513113,1/15/2019 0:45,62.1,126.7,-39.39,82,0,2.62
445,Beringovskiy,RU,1547513081,1/15/2019 0:44,63.05,179.32,-3.21,99,76,31.41
446,Bilibino,RU,1547513060,1/15/2019 0:44,68.06,166.44,-46.95,0,12,2.21
447,Chernyshevskiy,RU,1547513118,1/15/2019 0:45,63.01,112.47,-31.02,51,32,4.23
448,Cherskiy,RU,1547513120,1/15/2019 0:45,68.75,161.3,-30.93,53,32,3.78
449,Chokurdakh,RU,1547513121,1/15/2019 0:45,70.62,147.9,-25.84,40,56,3.11
450,Deputatskiy,RU,1547513124,1/15/2019 0:45,69.3,139.9,-33.36,56,44,2.89
451,Dikson,RU,1547513070,1/15/2019 0:44,73.51,80.55,9.04,92,76,21.34
452,Imeni Poliny Osipenko,RU,1547512854,1/15/2019 0:40,52.42,136.49,-11.85,76,64,2.84
453,Kaduy,RU,1547513126,1/15/2019 0:45,59.2,37.15,27.22,91,80,15.59
454,Kalga,RU,1547513150,1/15/2019 0:45,50.92,118.9,-15.9,43,32,5.57
455,Kamenka,RU,1547513110,1/15/2019 0:45,53.19,44.05,21.55,92,76,14.18
456,Khatanga,RU,1547513101,1/15/2019 0:45,71.98,102.47,-18.46,54,56,16.87
457,Kholodnyy,RU,1547513065,1/15/2019 0:44,62.72,147.95,-45.96,0,8,2.51
458,Klyuchi,RU,1547513100,1/15/2019 0:45,52.25,79.17,19.61,80,88,17.43
459,Kostomuksha,RU,1547513115,1/15/2019 0:45,64.59,30.6,19.75,85,88,6.53
460,Kupino,RU,1547513150,1/15/2019 0:45,54.36,77.31,17.54,87,76,12.35
461,Kurilsk,RU,1547513137,1/15/2019 0:45,45.23,147.88,26.41,100,0,10.16
462,Kyren,RU,1547513077,1/15/2019 0:44,51.68,102.13,-26.56,35,0,2.06
463,Labytnangi,RU,1547513131,1/15/2019 0:45,66.66,66.39,-5.55,55,44,5.35
464,Lavrentiya,RU,1547512913,1/15/2019 0:41,65.58,-170.99,26.86,95,92,21.34
465,Leningradskiy,RU,1547513067,1/15/2019 0:44,69.38,178.42,-7.39,93,36,17.09
466,Lensk,RU,1547513094,1/15/2019 0:44,60.71,114.91,-13.02,59,44,3
467,Nagorsk,RU,1547513117,1/15/2019 0:45,59.32,50.8,16.42,85,88,12.95
468,Nikolskoye,RU,1547510400,1/15/2019 0:00,59.7,30.79,32,94,90,4.47
469,Nyazepetrovsk,RU,1547513124,1/15/2019 0:45,56.06,59.6,10.66,82,64,3.51
470,Okhotsk,RU,1547513111,1/15/2019 0:45,59.36,143.24,-15.09,100,56,7.58
471,Olovyannaya,RU,1547513107,1/15/2019 0:45,50.94,115.59,-13.2,57,44,6.87
472,Orlik,RU,1547513114,1/15/2019 0:45,52.51,99.83,-29.62,39,0,1.88
473,Petropavlovsk-Kamchatskiy,RU,1547510400,1/15/2019 0:00,53.05,158.65,12.2,78,20,6.71
474,Petukhovo,RU,1547513060,1/15/2019 0:44,55.06,67.89,19.57,93,76,6.76
475,Pevek,RU,1547513093,1/15/2019 0:44,69.7,170.27,-14.46,100,64,12.46
476,Pinega,RU,1547513071,1/15/2019 0:44,64.7,43.39,21.37,85,88,5.64
477,Plavsk,RU,1547513064,1/15/2019 0:44,53.71,37.29,29.29,91,88,16.93
478,Poronaysk,RU,1547513065,1/15/2019 0:44,49.22,143.1,7.51,96,88,0.83
479,Provideniya,RU,1547510400,1/15/2019 0:00,64.42,-173.23,15.8,100,90,22.37
480,Pudozh,RU,1547513118,1/15/2019 0:45,61.81,36.54,27.94,88,92,13.47
481,Saskylakh,RU,1547513142,1/15/2019 0:45,71.97,114.09,-55.14,0,0,7.76
482,Severo-Kurilsk,RU,1547512872,1/15/2019 0:41,50.68,156.12,28.3,100,56,10.38
483,Slavyanka,RU,1547513115,1/15/2019 0:45,42.86,131.39,27.94,100,76,13.4
484,Sobolevo,RU,1547513099,1/15/2019 0:44,54.43,31.9,31.27,97,92,10.89
485,Soligalich,RU,1547513061,1/15/2019 0:44,59.08,42.29,25.46,91,92,15.7
486,Spas-Demensk,RU,1547513114,1/15/2019 0:45,54.41,34.03,29.33,91,92,14.29
487,Srednekolymsk,RU,1547513065,1/15/2019 0:44,67.46,153.71,-23.77,71,56,4.12
488,Strezhevoy,RU,1547510400,1/15/2019 0:00,60.73,77.6,19.4,79,90,15.66
489,Svetlogorsk,RU,1547510400,1/15/2019 0:00,53.14,59.15,5,92,90,4.47
490,Talnakh,RU,1547513106,1/15/2019 0:45,69.49,88.39,7.24,83,80,20.07
491,Tazovskiy,RU,1547513071,1/15/2019 0:44,67.47,78.7,14.62,83,80,7.36
492,Tiksi,RU,1547513072,1/15/2019 0:44,71.64,128.87,-36.96,73,44,3.29
493,Tommot,RU,1547513081,1/15/2019 0:44,58.97,126.27,-24.36,34,20,2.39
494,Ust-Maya,RU,1547513112,1/15/2019 0:45,60.42,134.54,-35.47,66,64,3.06
495,Verkhnevilyuysk,RU,1547513092,1/15/2019 0:44,63.45,120.31,-38.04,78,8,2.77
496,Verkhoyansk,RU,1547513120,1/15/2019 0:45,67.55,133.39,-63.06,0,8,2.55
497,Vostok,RU,1547513074,1/15/2019 0:44,46.45,135.83,8.32,83,68,2.51
498,Yar-Sale,RU,1547513083,1/15/2019 0:44,66.83,70.83,9.22,91,56,9.55
499,Yerbogachen,RU,1547513117,1/15/2019 0:45,61.28,108.01,-15.09,66,56,2.73
500,Yerofey Pavlovich,RU,1547513081,1/15/2019 0:44,53.97,121.97,-16.57,45,44,2.84
501,Zeya,RU,1547513156,1/15/2019 0:45,53.74,127.27,-14.64,42,0,6.8
502,Zhigansk,RU,1547513139,1/15/2019 0:45,66.77,123.37,-35.16,66,8,3.29
503,Zyryanka,RU,1547513073,1/15/2019 0:44,65.73,150.89,-23.01,69,64,4.07
504,Kibaya,RW,1547510400,1/15/2019 0:00,-2.2,30.56,66.2,68,75,3.36
505,Buraydah,SA,1547510400,1/15/2019 0:00,26.33,43.97,55.4,43,75,11.41
506,Faya,SA,1547510400,1/15/2019 0:00,18.39,42.45,53.6,12,0,2.21
507,Buala,SB,1547513086,1/15/2019 0:44,-8.15,159.59,81.53,100,68,4.34
508,Kirakira,SB,1547513083,1/15/2019 0:44,-10.46,161.92,84.19,100,0,9.6
509,Visby,SE,1547511600,1/15/2019 0:20,57.64,18.3,33.8,50,88,33.33
510,Magburaka,SL,1547513141,1/15/2019 0:45,8.72,-11.95,73.75,59,0,4.23
511,Gat,SN,1547510400,1/15/2019 0:00,14.69,-16.54,73.4,49,8,4.7
512,Koungheul,SN,1547513087,1/15/2019 0:44,13.98,-14.8,73.12,33,0,9.66
513,Bandarbeyla,SO,1547512895,1/15/2019 0:41,9.49,50.81,75.59,100,92,14.97
514,Bosaso,SO,1547513069,1/15/2019 0:44,11.28,49.18,73.21,100,24,7.81
515,Hobyo,SO,1547513091,1/15/2019 0:44,5.35,48.53,74.47,88,64,15.59
516,Mogadishu,SO,1547512950,1/15/2019 0:42,2.04,45.34,78.7,100,44,20.56
517,Qandala,SO,1547513109,1/15/2019 0:45,11.47,49.87,58.04,100,8,3.29
518,Abu Kamal,SY,1547513144,1/15/2019 0:45,34.45,40.92,43.96,87,0,8.32
519,Birin,SY,1547513089,1/15/2019 0:44,35.01,36.67,39.91,90,48,5.41
520,Cockburn Town,TC,1547513028,1/15/2019 0:43,21.46,-71.14,78.79,99,68,9.1
521,Biltine,TD,1547513116,1/15/2019 0:45,14.53,20.93,60.34,36,0,6.35
522,Huai Thalaeng,TH,1547510400,1/15/2019 0:00,15,102.65,68,82,0,3.36
523,Ko Samui,TH,1547510400,1/15/2019 0:00,9.54,99.94,80.6,88,20,1.21
524,Airai,TL,1547513107,1/15/2019 0:45,-8.93,125.41,76.58,80,20,1.88
525,Balkanabat,TM,1547513070,1/15/2019 0:44,39.51,54.36,37.57,99,68,3
526,Turkmenabat,TM,1547510400,1/15/2019 0:00,39.09,63.58,51.8,40,90,9.17
527,Esperance,TT,1547510400,1/15/2019 0:00,10.24,-61.45,77,73,20,6.02
528,Tingi,TZ,1547513125,1/15/2019 0:45,-11.3,35.03,77.44,100,88,3.56
529,Mashivka,UA,1547513132,1/15/2019 0:45,49.44,34.87,33.56,98,92,13.13
530,Polonne,UA,1547513085,1/15/2019 0:44,50.12,27.51,23.93,86,64,17.83
531,Vyshneve,UA,1547510400,1/15/2019 0:00,50.39,30.37,30.2,74,40,13.42
532,Chuy,UY,1547512799,1/15/2019 0:39,-33.69,-53.46,71.36,97,88,7.54
533,Trinidad,UY,1547513095,1/15/2019 0:44,-33.52,-56.9,79.64,65,92,6.91
534,Nurota,UZ,1547510400,1/15/2019 0:00,40.56,65.69,51.8,40,90,11.41
535,Tucupita,VE,1547513148,1/15/2019 0:45,9.06,-62.05,80.63,62,0,10.56
536,Ho Chi Minh City,VN,1547510400,1/15/2019 0:00,10.78,106.7,77,94,40,8.05
537,Hue,VN,1547510400,1/15/2019 0:00,16.47,107.58,68,100,75,3.36
538,Isangel,VU,1547513080,1/15/2019 0:44,-19.55,169.27,78.43,100,68,11.95
539,Marzuq,YE,1547513127,1/15/2019 0:45,14.4,46.47,34.87,77,0,2.77
540,Dzaoudzi,YT,1547512200,1/15/2019 0:30,-12.79,45.27,82.4,78,0,3.36
541,Bredasdorp,ZA,1547510400,1/15/2019 0:00,-34.53,20.04,59,82,56,3.36
542,Cape Town,ZA,1547510400,1/15/2019 0:00,-33.93,18.42,60.8,82,0,2.24
543,Carnarvon,ZA,1547513091,1/15/2019 0:44,-30.97,22.13,56.29,33,0,6.08
544,Deneysville,ZA,1547513144,1/15/2019 0:45,-26.89,28.1,61.78,100,32,3.62
545,East London,ZA,1547513061,1/15/2019 0:44,-33.02,27.91,72.98,100,48,2.1
546,Hermanus,ZA,1547513083,1/15/2019 0:44,-34.42,19.24,51.11,96,0,2.55
547,Kruisfontein,ZA,1547512781,1/15/2019 0:39,-34,24.73,62.54,94,0,5.86
548,Mmabatho,ZA,1547510400,1/15/2019 0:00,-25.85,25.61,75.2,57,32,9.17
549,Plettenberg Bay,ZA,1547513099,1/15/2019 0:44,-34.05,23.37,65.33,100,0,5.01
550,Port Alfred,ZA,1547512787,1/15/2019 0:39,-33.59,26.89,67.99,97,0,2.39
551,Port Shepstone,ZA,1547513119,1/15/2019 0:45,-30.74,30.45,73.61,99,80,4.56
552,Springbok,ZA,1547513142,1/15/2019 0:45,-29.67,17.88,52.33,62,0,3
553,Lukulu,ZM,1547513150,1/15/2019 0:45,-14.38,23.24,65.78,100,100,8.55
554,Serenje,ZM,1547513102,1/15/2019 0:45,-13.23,30.22,63.71,97,92,6.53
555,Sinazongwe,ZM,1547513094,1/15/2019 0:44,-17.26,27.46,77.84,83,8,4.74
556,Solwezi,ZM,1547513139,1/15/2019 0:45,-12.18,26.4,63.31,96,92,9.82
557,Chiredzi,ZW,1547513119,1/15/2019 0:45,-21.05,31.67,78.56,84,48,4.63
558,Mvuma,ZW,1547513077,1/15/2019 0:44,-19.28,30.53,63.94,97,76,3
