,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
277,Stephenville,90,US,1547512500,67,32.22,-98.2,46.4,3.0
278,Ahipara,92,NZ,1547513102,79,-35.17,173.16,68.44,18.61
279,Souillac,90,FR,1547510400,75,45.6,-0.6,42.8,1.12
280,Elko,1,US,1547510160,58,40.83,-115.76,30.02,10.29
281,Oriximina,36,BR,1547513102,95,-1.77,-55.87,76.72,2.1
282,Serenje,92,ZM,1547513102,97,-13.23,30.22,63.71,6.53
283,Lebu,0,ET,1547512818,65,8.96,38.73,34.19,2.51
284,Xichang,0,CN,1547513103,78,27.88,102.25,29.02,1.61
285,Bambous Virieux,76,MU,1547513103,82,-20.34,57.76,79.64,9.89
286,Geraldton,20,CA,1547510400,77,49.72,-86.95,6.8,2.24
287,San Ramon,56,NI,1547513104,82,12.92,-85.84,67.13,4.41
288,Yamada,75,JP,1547510400,49,36.58,137.08,46.4,6.93
289,Concepcion del Oro,32,MX,1547513104,70,24.63,-101.42,55.61,3.78
290,Alice Springs,0,AU,1547510400,15,-23.7,133.88,100.4,6.93
291,Mahon,40,IE,1547512200,100,51.89,-8.4,41.0,4.7
292,Wasilla,1,US,1547510280,92,61.58,-149.44,28.04,3.0
293,Vyshneve,40,UA,1547510400,74,50.39,30.37,30.2,13.42
294,Talnakh,80,RU,1547513106,83,69.49,88.39,7.24,20.07
295,Airai,20,TL,1547513107,80,-8.93,125.41,76.58,1.88
296,Mandera,0,ET,1547513107,36,3.94,41.86,67.27,4.34
297,Paamiut,48,GL,1547513107,100,61.99,-49.67,26.14,3.33
298,Buta,36,CD,1547513107,97,2.79,24.73,69.16,3.74
299,Olovyannaya,44,RU,1547513107,57,50.94,115.59,-13.2,6.87
300,Calawag,24,PH,1547513108,85,10.67,119.57,80.23,19.33
301,Te Anau,0,NZ,1547513108,61,-45.41,167.72,62.5,3.51
302,Victoria,75,BN,1547510400,88,5.28,115.24,80.6,5.82
303,Makakilo City,90,US,1547510220,60,21.35,-158.09,82.04,9.17
304,Gat,8,SN,1547510400,49,14.69,-16.54,73.4,4.7
305,Qandala,8,SO,1547513109,100,11.47,49.87,58.04,3.29
306,Ixtapa,90,MX,1547509740,83,20.71,-105.21,78.8,9.17
307,Chico,90,US,1547510040,50,39.73,-121.84,57.92,12.75
308,Kamenka,76,RU,1547513110,92,53.19,44.05,21.55,14.18
309,Derzhavinsk,88,KZ,1547513110,96,51.1,66.31,24.34,7.09
310,Oistins,40,BB,1547510400,73,13.07,-59.53,77.0,14.99
311,Newport,75,GB,1547511600,93,51.59,-3.0,46.4,6.93
312,Caohai,92,CN,1547513111,92,26.87,104.28,27.85,3.89
313,Havoysund,0,NO,1547511600,85,71.0,24.66,21.2,3.36
314,Rapar,0,IN,1547513111,71,23.57,70.65,51.88,5.41
315,Kaeo,56,NZ,1547513058,62,-35.1,173.78,70.91,16.64
316,Kharopon,92,GR,1547513111,86,41.27,23.38,21.64,2.21
317,Walvis Bay,92,NA,1547510400,82,-22.95,14.51,66.2,5.82
318,Luderitz,0,NA,1547513112,64,-26.65,15.16,64.03,20.96
319,Ust-Maya,64,RU,1547513112,66,60.42,134.54,-35.47,3.06
320,Gaomi,20,CN,1547510400,71,36.37,119.8,32.0,17.9
321,Jalingo,0,NG,1547513113,34,10.3,10.93,63.44,6.42
322,Codrington,0,AU,1547510400,51,-28.95,153.24,87.8,5.82
323,Berdigestyakh,0,RU,1547513113,82,62.1,126.7,-39.39,2.62
324,Sterling,1,US,1547512500,86,39.0,-77.4,28.94,4.9
325,Spas-Demensk,92,RU,1547513114,91,54.41,34.03,29.33,14.29
326,Port Hueneme,75,US,1547511180,73,34.15,-119.2,57.02,13.87
327,Cabedelo,20,BR,1547510400,83,-6.97,-34.84,77.0,5.82
328,Orlik,0,RU,1547513114,39,52.51,99.83,-29.62,1.88
329,Paris,0,FR,1547510400,80,48.86,2.35,42.8,2.24
330,Mmabatho,32,ZA,1547510400,57,-25.85,25.61,75.2,9.17
331,Puerto Maldonado,48,PE,1547513114,94,-12.59,-69.19,74.65,1.83
332,Tendukheda,0,IN,1547513115,86,23.4,79.54,46.43,3.62
333,Guerrero Negro,0,MX,1547513115,57,27.97,-114.04,69.52,5.64
334,Slavyanka,76,RU,1547513115,100,42.86,131.39,27.94,13.4
335,Luba,0,PH,1547513115,71,17.32,120.7,66.1,3.51
336,Kaili,80,ID,1547513115,84,-3.46,120.21,73.75,2.62
337,Kostomuksha,88,RU,1547513115,85,64.59,30.6,19.75,6.53
338,Imeni Poliny Osipenko,64,RU,1547512854,76,52.42,136.49,-11.85,2.84
339,Shihezi,48,CN,1547513116,73,44.3,86.03,-3.34,2.84
340,Pisco,0,PE,1547510400,83,-13.71,-76.2,73.4,18.34
341,Tiznit,36,MA,1547513116,75,29.7,-9.73,48.68,3.85
342,Biltine,0,TD,1547513116,36,14.53,20.93,60.34,6.35
343,Stokmarknes,0,NO,1547513116,100,68.56,14.91,20.92,5.53
344,Clyde River,75,CA,1547511300,66,70.47,-68.59,-29.21,6.93
345,Mitu,36,IR,1547513117,84,36.2,46.09,30.68,5.35
346,Ketchikan,90,US,1547510160,95,55.34,-131.65,46.04,4.7
347,La Baneza,32,ES,1547510400,92,42.3,-5.9,26.6,2.24
348,Sergeyevka,76,KZ,1547513117,83,53.88,67.42,17.18,3.0
349,Nagorsk,88,RU,1547513117,85,59.32,50.8,16.42,12.95
350,Yerbogachen,56,RU,1547513117,66,61.28,108.01,-15.09,2.73
351,Pudozh,92,RU,1547513118,88,61.81,36.54,27.94,13.47
352,Chernyshevskiy,32,RU,1547513118,51,63.01,112.47,-31.02,4.23
353,Carballo,8,ES,1547510400,100,43.21,-8.69,41.0,4.7
354,Bridlington,20,GB,1547511600,93,54.08,-0.19,42.8,17.22
355,Awjilah,0,LY,1547513118,49,29.14,21.3,48.55,12.95
356,Zaragoza,0,ES,1547510400,75,41.65,-0.88,46.4,10.29
357,Okhotsk,56,RU,1547513111,100,59.36,143.24,-15.09,7.58
358,Chiredzi,48,ZW,1547513119,84,-21.05,31.67,78.56,4.63
359,Wajir,68,KE,1547513119,53,1.75,40.07,79.78,6.31
360,Port Shepstone,80,ZA,1547513119,99,-30.74,30.45,73.61,4.56
361,Tete,40,MZ,1547510400,94,-16.16,33.59,77.0,4.7
362,Artyom,75,RU,1547510400,79,43.36,132.19,19.4,4.47
363,Verkhoyansk,8,RU,1547513120,0,67.55,133.39,-63.06,2.55
364,Banda Aceh,88,ID,1547513120,100,5.56,95.32,73.79,2.1
365,Cherskiy,32,RU,1547513120,53,68.75,161.3,-30.93,3.78
366,Kamaishi,75,JP,1547510400,79,39.28,141.86,24.8,3.36
367,Chokurdakh,56,RU,1547513121,40,70.62,147.9,-25.84,3.11
368,Vila Velha,40,BR,1547510400,88,-3.71,-38.6,80.6,2.24
369,Beringovskiy,76,RU,1547513081,99,63.05,179.32,-3.21,31.41
370,Ucluelet,5,CA,1547510400,81,48.94,-125.55,46.4,2.24
371,Poanas,75,MX,1547509560,36,25.77,-103.61,75.2,6.93
372,Bima,92,ID,1547513121,100,-8.45,118.73,75.28,2.28
373,Panlaitan,12,PH,1547513122,87,12.12,119.85,80.59,19.55
374,Ambilobe,44,MG,1547513122,92,-13.19,49.05,72.04,2.84
375,Totness,90,US,1547512500,80,33.74,-80.8,44.06,2.62
376,The Valley,20,AI,1547510400,69,18.22,-63.06,77.0,8.05
377,Kang,64,BW,1547513123,64,-23.67,22.79,75.28,7.43
378,Buraydah,75,SA,1547510400,43,26.33,43.97,55.4,11.41
379,Putina,75,PE,1547510400,62,-14.91,-69.87,55.4,5.82
380,Araouane,0,ML,1547513123,36,18.9,-3.53,48.64,6.24
381,The Colony,1,US,1547512500,74,33.09,-96.89,44.96,3.36
382,Nyazepetrovsk,64,RU,1547513124,82,56.06,59.6,10.66,3.51
383,Port-Gentil,56,GA,1547513124,97,-0.72,8.78,79.87,3.29
384,Deputatskiy,44,RU,1547513124,56,69.3,139.9,-33.36,2.89
385,Tacna,75,PE,1547510400,72,-18.01,-70.25,69.8,8.05
386,Srikakulam,8,IN,1547513124,100,18.29,83.89,72.98,7.58
387,Caramoran,92,PH,1547513124,100,13.98,124.13,76.18,10.94
388,Svetlogorsk,90,RU,1547510400,92,53.14,59.15,5.0,4.47
389,Tingi,88,TZ,1547513125,100,-11.3,35.03,77.44,3.56
390,Strezhevoy,90,RU,1547510400,79,60.73,77.6,19.4,15.66
391,Prince Rupert,75,CA,1547510400,93,54.32,-130.32,44.6,3.51
392,Lorengau,76,PG,1547513125,98,-2.02,147.27,83.74,12.62
393,Roald,92,NO,1547511600,79,62.58,6.12,28.4,5.82
394,Necochea,88,AR,1547512840,65,-38.55,-58.74,71.95,10.11
395,Kununurra,8,AU,1547510400,74,-15.77,128.74,84.2,4.7
396,Kaduy,80,RU,1547513126,91,59.2,37.15,27.22,15.59
397,Lima,75,PE,1547510400,83,-12.06,-77.04,73.4,13.87
398,Djenne,8,ML,1547513126,37,13.91,-4.55,67.27,9.44
399,Bluefield,90,US,1547511780,96,37.27,-81.22,32.9,5.82
400,Saint-Leu,0,RE,1547512200,65,-21.15,55.28,78.8,4.7
401,Ambon,90,FR,1547510400,75,47.55,-2.56,46.4,1.12
402,Marzuq,0,YE,1547513127,77,14.4,46.47,34.87,2.77
403,Visby,88,SE,1547511600,50,57.64,18.3,33.8,33.33
404,Coquimbo,0,CL,1547510400,72,-29.95,-71.34,64.4,8.05
405,Zemio,64,CF,1547513128,74,5.02,25.13,74.38,2.51
406,Nemuro,0,JP,1547510400,62,43.32,145.57,24.8,12.75
407,Burnie,92,AU,1547512927,92,-41.05,145.91,66.86,10.78
408,Chichica,0,PA,1547510400,42,8.49,-82.16,86.0,20.8
409,Labytnangi,44,RU,1547513131,55,66.66,66.39,-5.55,5.35
410,Puerto Escondido,40,MX,1547509200,69,15.86,-97.07,82.4,9.17
411,Poronaysk,88,RU,1547513065,96,49.22,143.1,7.51,0.83
412,Cururupu,88,BR,1547513132,87,-1.82,-44.87,78.43,5.35
413,Baykit,64,RU,1547512915,66,61.68,96.39,-5.19,2.73
414,Nalut,0,LY,1547513132,67,31.86,10.98,41.26,11.68
415,Mashivka,92,UA,1547513132,98,49.44,34.87,33.56,13.13
416,Vanimo,32,PG,1547513114,100,-2.67,141.3,82.84,18.95
417,Flin Flon,90,CA,1547510400,77,54.77,-101.88,3.2,6.93
418,Samarai,68,PG,1547513133,100,-10.62,150.67,82.75,13.8
419,Tura,0,IN,1547513133,78,25.52,90.21,46.57,2.51
420,Halifax,40,CA,1547510400,67,44.65,-63.58,17.6,6.93
421,Linxia,76,CN,1547513133,79,35.6,103.21,5.89,1.99
422,Huai Thalaeng,0,TH,1547510400,82,15.0,102.65,68.0,3.36
423,Muroran,75,JP,1547510400,80,42.32,140.98,33.8,6.93
424,Pekan,75,MY,1547510400,94,3.49,103.39,73.4,2.24
425,Shache,8,CN,1547513134,68,38.42,77.24,5.08,3.29
426,Penzance,90,GB,1547509800,81,50.12,-5.53,46.4,6.93
427,Damietta,8,EG,1547513134,89,31.42,31.81,51.07,15.64
428,Provideniya,90,RU,1547510400,100,64.42,-173.23,15.8,22.37
429,Benguela,48,AO,1547513135,100,-12.58,13.4,73.57,3.22
430,Ulsteinvik,92,NO,1547511600,79,62.35,5.85,26.6,5.82
431,Satkhira,0,BD,1547510400,87,22.72,89.08,57.2,5.82
432,Manakara,88,MG,1547513135,100,-22.14,48.01,77.26,4.9
433,Petropavlovsk-Kamchatskiy,20,RU,1547510400,78,53.05,158.65,12.2,6.71
434,Thaton,12,MM,1547513135,100,16.91,97.37,74.96,3.22
435,Sao Filipe,0,CV,1547513086,97,14.9,-24.5,72.04,16.15
436,Maracacume,76,BR,1547513136,91,-2.04,-45.96,76.58,5.23
437,Dallas,1,US,1547511300,77,32.78,-96.8,44.96,3.36
438,Trairi,12,BR,1547513136,100,-3.28,-39.27,79.91,6.31
439,Lagoa,0,PT,1547510400,75,37.14,-8.45,44.6,5.82
440,Saint-Augustin,90,FR,1547510400,75,44.83,-0.61,46.4,3.36
441,Jiwani,8,PK,1547513137,93,25.05,61.74,61.42,2.55
442,Kurilsk,0,RU,1547513137,100,45.23,147.88,26.41,10.16
443,Sao Borja,24,BR,1547513137,92,-28.66,-56.0,77.8,6.08
444,Juba,20,EE,1547509800,85,57.82,26.93,24.8,8.05
445,Blyth,75,GB,1547511600,87,55.12,-1.5,46.4,19.46
446,Katsuura,75,JP,1547510400,80,33.93,134.5,42.8,4.7
447,Bangassou,32,CF,1547513138,83,4.74,22.82,74.24,4.12
448,Pishin,0,PK,1547513138,36,30.58,67.0,19.39,1.32
449,Imbituba,75,BR,1547510400,78,-28.24,-48.67,82.4,10.29
450,Campos,56,PT,1547510400,100,41.54,-8.28,41.0,2.24
451,Gizo,0,IL,1547511600,66,31.8,34.94,51.8,9.17
452,Zhigansk,8,RU,1547513139,66,66.77,123.37,-35.16,3.29
453,Praia da Vitoria,40,PT,1547510400,100,38.73,-27.07,57.2,6.91
454,Dharchula,0,IN,1547513118,55,29.85,80.53,20.74,2.55
455,Solwezi,92,ZM,1547513139,96,-12.18,26.4,63.31,9.82
456,Caravelas,8,BR,1547513140,100,-17.73,-39.27,80.95,13.96
457,Altamont,36,CA,1547511300,100,49.4,-98.5,14.0,8.05
458,Kalmunai,68,LK,1547513134,100,7.42,81.82,72.22,4.29
459,Vila Franca do Campo,20,PT,1547510400,77,37.72,-25.43,59.0,3.36
460,Lompoc,90,US,1547512440,93,34.64,-120.46,57.02,6.93
461,Mingguang,56,CN,1547513141,100,32.78,118.01,34.24,16.87
462,Tartagal,48,AR,1547513141,86,-22.52,-63.8,76.45,3.51
463,Champerico,75,MX,1547509860,57,16.38,-93.6,75.2,11.41
464,Magburaka,0,SL,1547513141,59,8.72,-11.95,73.75,4.23
465,el Prat de Llobregat,0,ES,1547510400,81,41.32,2.1,44.6,5.82
466,Wellington,36,NZ,1547512200,72,-41.29,174.78,60.8,27.51
467,Abashiri,0,JP,1547510400,66,44.01,144.25,14.0,5.82
468,Eyemouth,32,GB,1547509800,87,55.87,-2.09,44.6,11.41
469,Springbok,0,ZA,1547513142,62,-29.67,17.88,52.33,3.0
470,Kuryk,0,KZ,1547513142,100,43.18,51.68,32.21,8.59
471,Saskylakh,0,RU,1547513142,0,71.97,114.09,-55.14,7.76
472,Pokhara,0,NP,1547513142,48,28.21,83.99,39.46,4.56
473,Soyo,100,AO,1547513101,94,-6.13,12.37,76.18,2.55
474,Nabire,0,ID,1547512881,87,-3.36,135.5,75.86,1.32
475,Shelton,90,US,1547512320,95,47.22,-123.1,51.08,4.7
476,Lakheri,0,IN,1547513143,64,25.67,76.19,41.03,3.0
477,Barra do Garcas,12,BR,1547513143,50,-15.89,-52.26,83.96,6.31
478,Rabaul,20,PG,1547513143,100,-4.2,152.17,83.02,2.89
479,Aransas Pass,90,US,1547512500,71,27.91,-97.15,53.06,9.17
480,Abu Kamal,0,SY,1547513144,87,34.45,40.92,43.96,8.32
481,Deneysville,32,ZA,1547513144,100,-26.89,28.1,61.78,3.62
482,Lac du Bonnet,44,CA,1547513144,83,50.25,-96.06,9.4,3.74
483,San-Pedro,20,CI,1547513144,95,4.75,-6.64,77.39,5.86
484,Padang,40,ID,1547510400,94,-0.92,100.36,75.2,1.12
485,Arlit,0,NE,1547513144,66,18.74,7.39,49.09,2.77
486,Miandrivazo,8,MG,1547513145,96,-19.53,45.46,67.09,2.55
487,Viedma,0,AR,1547513145,32,-40.81,-62.99,79.87,12.35
488,Parbatipur,0,BD,1547513145,88,25.66,88.92,49.09,6.53
489,Aplahoue,0,BJ,1547513145,75,6.93,1.68,78.7,7.25
490,Sao Jose do Campestre,40,BR,1547510400,78,-6.32,-35.71,80.6,12.75
491,Lasa,75,CY,1547510400,87,34.92,32.53,60.8,13.87
492,Kerema,12,PG,1547513146,81,-7.96,145.78,83.02,2.55
493,Mehamn,24,NO,1547513146,81,71.03,27.85,22.36,6.53
494,Farmington,90,US,1547509980,69,36.73,-108.21,39.92,3.36
495,Sabha,0,LY,1547513146,70,27.03,14.43,28.75,6.91
496,Bonavista,0,CA,1547513147,100,48.65,-53.11,22.0,10.83
497,Zhuhai,0,CN,1547510400,48,40.71,112.04,-5.81,6.71
498,Recodo,88,PH,1547513147,100,13.03,121.49,72.94,6.87
499,Ho Chi Minh City,40,VN,1547510400,94,10.78,106.7,77.0,8.05
500,Westport,76,IE,1547513085,99,53.8,-9.52,48.73,15.82
501,Jiangyou,56,CN,1547513147,56,31.78,104.73,35.05,8.03
502,Lavrentiya,92,RU,1547512913,95,65.58,-170.99,26.86,21.34
503,Turkmenabat,90,TM,1547510400,40,39.09,63.58,51.8,9.17
504,Kourou,75,GF,1547510400,83,5.16,-52.64,78.8,3.36
505,Bubaque,0,GW,1547512920,100,11.28,-15.83,79.01,6.76
506,Tucupita,0,VE,1547513148,62,9.06,-62.05,80.63,10.56
507,Bjornevatn,90,NO,1547511600,92,69.67,29.98,21.2,3.36
508,Paraiso,90,MX,1547509920,41,24.01,-104.61,68.0,4.7
509,Sur,0,OM,1547513149,100,22.57,59.53,69.25,6.87
510,Neuquen,40,AR,1547510400,36,-38.95,-68.06,78.8,6.93
511,Saint-Francois,0,FR,1547510400,93,46.42,3.91,37.4,3.33
512,Lappeenranta,90,FI,1547511600,100,61.06,28.19,30.2,2.24
513,Lagos,44,NG,1547513150,92,6.46,3.39,80.5,6.87
514,Gloversville,1,US,1547511420,72,43.05,-74.34,21.92,8.05
515,Lukulu,100,ZM,1547513150,100,-14.38,23.24,65.78,8.55
516,Kupino,76,RU,1547513150,87,54.36,77.31,17.54,12.35
517,Klaksvik,48,FO,1547511600,86,62.23,-6.59,39.2,27.51
518,Kalga,32,RU,1547513150,43,50.92,118.9,-15.9,5.57
519,La Serena,0,CL,1547510400,72,-29.9,-71.25,64.4,8.05
520,Shakawe,8,BW,1547513151,86,-18.36,21.84,70.46,6.08
521,Goderich,44,CA,1547512913,79,43.74,-81.71,22.13,9.82
522,Veraval,90,FR,1547510400,81,49.65,0.71,46.4,4.7
523,Ruidoso,1,US,1547511300,59,33.33,-105.67,52.52,8.05
524,Yichang,48,CN,1547513151,86,30.77,111.32,34.33,4.52
525,Coolum Beach,0,AU,1547513152,69,-26.53,153.09,82.3,6.24
526,Santa Marta,20,CO,1547510400,61,11.24,-74.21,82.4,16.11
527,Prainha,80,BR,1547513152,91,-1.8,-53.48,78.25,1.72
528,Panguna,92,PG,1547513152,84,-6.32,155.48,80.18,3.33
529,Sambava,88,MG,1547513153,100,-14.27,50.17,77.66,13.8
530,Nakskov,44,DK,1547512882,91,54.84,11.13,38.83,27.67
531,Camara de Lobos,40,PT,1547510400,77,32.63,-16.97,60.8,5.82
532,Jiazi,75,CN,1547510400,94,19.61,110.49,69.8,8.95
533,Traverse City,90,US,1547512560,77,44.76,-85.62,33.08,9.17
534,Albina,44,GF,1547513153,77,5.5,-54.06,77.66,3.89
535,Normandin,90,CA,1547510400,78,48.84,-72.53,14.0,10.29
536,Saint-Pierre,90,FR,1547510400,93,48.95,4.24,39.2,8.05
537,Bocaiuva,0,BR,1547510400,53,-17.12,-43.81,77.0,3.36
538,Martinsicuro,24,IT,1547511540,93,42.89,13.92,37.4,4.7
539,Hudson Bay,92,CA,1547513155,92,52.86,-102.4,21.1,5.08
540,Seydi,0,NE,1547513092,31,13.34,7.75,58.63,10.38
541,Sumter,40,US,1547512500,93,33.92,-80.34,44.06,2.28
542,Penticton,90,CA,1547510400,80,49.49,-119.59,30.2,3.36
543,Bandarbeyla,92,SO,1547512895,100,9.49,50.81,75.59,14.97
544,Naze,0,NG,1547512871,84,5.43,7.07,76.31,7.65
545,Campo Largo,75,BR,1547511300,94,-25.46,-49.53,69.8,4.7
546,Porto Novo,40,BR,1547510400,78,-23.68,-45.44,75.2,3.36
547,Zeya,0,RU,1547513156,42,53.74,127.27,-14.64,6.8
548,Datong,0,CN,1547513156,43,40.09,113.3,-8.29,6.02
549,Touros,40,BR,1547510400,88,-5.2,-35.46,78.8,4.7
550,Likasi,88,CD,1547513156,100,-10.99,26.74,64.88,3.74
551,Stromness,40,CA,1547510400,79,42.87,-79.55,26.06,8.05
552,Waipawa,92,NZ,1547513157,97,-39.94,176.59,60.79,14.29
553,Beyneu,76,KZ,1547513133,95,45.32,55.19,24.56,4.34
554,Bambanglipuro,44,ID,1547513157,99,-7.95,110.28,75.41,4.29
555,Washington DC.,1,US,1547511780,94,38.9,-77.04,30.02,4.34
556,Kieta,36,PG,1547513157,85,-6.22,155.63,84.46,2.62
557,Rio Claro,75,BR,1547510400,69,-22.41,-47.56,75.2,8.05
